riftbound_id,set_code,set_name,collector_number,printed_number,name,rarity,type,supertype,domain,energy,might,power,keywords,tags,rules_text,flavour_text,artist,image_url,alternate_art,signature,overnumbered,tcgplayer_id,cardmarket_id,riftcodex_id,synced_at
ogs-011-024,OGS,Origins: Proving Grounds,11,011/024,Flash,Common,Spell,,Chaos,2,,,,,"[Reaction] (Play any time, even before spells and abilities resolve.)Move up to 2 friendly units to base.",,Sugar Free,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4d9cc1c13b75933e509e642213f13359350cd3f9-744x1039.png,False,False,False,653146,,69bc5bd9d308c64675ca8820,2026-06-09T19:37:49.001313+00:00
ogs-012-024,OGS,Origins: Proving Grounds,12,012/024,Blast of Power,Common,Spell,,Order,6,,1,,,[Action] (Play on your turn or in showdowns.)Kill a unit at a battlefield.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/026f851a703601fce4142c0791e913377c170b47-744x1039.png?accountingTag=RB,False,False,False,653147,,69bc5bd9d308c64675ca8821,2026-06-09T19:37:49.001313+00:00
ogs-013-024,OGS,Origins: Proving Grounds,13,013/024,Garen - Commander,Epic,Unit,Champion,Order,6,5,1,,"Elite,Garen,Demacia",Other friendly units have +1 :rb_might: here.,,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cbf2c12d69a86566e4cda07050b2d4495e40187e-744x1039.png,False,False,False,653148,,69bc5bd9d308c64675ca8822,2026-06-09T19:37:49.001313+00:00
ogs-014-024,OGS,Origins: Proving Grounds,14,014/024,Lux - Crownguard,Epic,Unit,Champion,Order,4,2,,,"Lux,Demacia",:rb_exhaust:: [Reaction] — [Add] :rb_energy_2:. Use only to play spells. (Abilities that add resources can't be reacted to.),,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/17d0793ad495727e67bb1c94ae0e11cd4705870f-744x1039.png,False,False,False,653149,,69bc5bd9d308c64675ca8823,2026-06-09T19:37:49.001313+00:00
ogs-015-024,OGS,Origins: Proving Grounds,15,015/024,Recruit the Vanguard,Uncommon,Spell,,Order,6,,,,,[Action] (Play on your turn or in showdowns.)Play four 1 :rb_might: Recruit unit tokens. (They can be played to your base or to battlefields you control.),,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/81d1c47459606f7b627778cce9b5f0e44d80f7fa-744x1039.png,False,False,False,653150,,69bc5bd9d308c64675ca8824,2026-06-09T19:37:49.001313+00:00
ogs-016-024,OGS,Origins: Proving Grounds,16,016/024,Vanguard Attendant,Common,Unit,,Order,6,5,1,,"Elite,Demacia",I enter ready.,,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4ce467c1d51a65ab4fbae918dca38ae90b510844-744x1039.png,False,False,False,653151,,69bc5bd9d308c64675ca8825,2026-06-09T19:37:49.001313+00:00
ogs-017-024,OGS,Origins: Proving Grounds,17,017/024,Annie - Dark Child (Starter),Rare,Legend,Champion,"Fury,Chaos",,,,,Annie,"At the end of your turn, ready up to 2 runes.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/89963e1d1cffd69c620fb5d6b037f50d5c334463-744x1039.png?accountingTag=RB,False,False,False,653152,,69bc5bd9d308c64675ca8826,2026-06-09T19:37:49.001313+00:00
ogs-018-024,OGS,Origins: Proving Grounds,18,018/024,Tibbers,Epic,Unit,Signature,"Fury,Chaos",8,7,2,,Annie,"When you play me, deal 3 to all units at battlefields.",,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/74f8bc78573b33d9979b0e9c121b858d770a490c-744x1039.png,False,False,False,653153,,69bc5bd9d308c64675ca8827,2026-06-09T19:37:49.001313+00:00
ogs-019-024,OGS,Origins: Proving Grounds,19,019/024,Master Yi - Wuju Bladesman (Starter),Rare,Legend,Champion,"Calm,Body",,,,,Master Yi,"While a friendly unit defends alone, it gets +2 :rb_might:.",,Grafit Studio/Quy Ho,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8231ced23eaf22ca3bf62ec8cb86b83a3e222da6-744x1039.png,False,False,False,653154,,69bc5bd9d308c64675ca8828,2026-06-09T19:37:49.001313+00:00
ogs-020-024,OGS,Origins: Proving Grounds,20,020/024,Highlander,Epic,Spell,Signature,"Calm,Body",4,,,,Master Yi,"[Reaction] (Play any time, even before spells and abilities resolve.)Choose a friendly unit. The next time it would die this turn, heal it, exhaust it, and recall it instead. (Send it to base. This isn't a move.)",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/18c0818cbbfdf26a1237b4f7703b1f035f47b014-744x1039.png,False,False,False,653155,,69bc5bd9d308c64675ca8829,2026-06-09T19:37:49.001313+00:00
ogs-021-024,OGS,Origins: Proving Grounds,21,021/024,Lux - Lady of Luminosity (Starter),Rare,Legend,Champion,"Mind,Order",,,,,Lux,"When you play a spell that costs :rb_energy_5: or more, draw 1.",,Grafit Studio/Maki Planas Mata,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/44885d811b70621b188d9813b2b10b5cff1b81e6-744x1039.png,False,False,False,653156,,69bc5bd9d308c64675ca882a,2026-06-09T19:37:49.001313+00:00
ogs-022-024,OGS,Origins: Proving Grounds,22,022/024,Final Spark,Epic,Spell,Signature,"Mind,Order",8,,,,Lux,[Action] (Play on your turn or in showdowns.)Deal 8 to a unit.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4558a2dc1bb1f1b8a73ec0d82244654e84b12687-744x1039.png,False,False,False,653157,,69bc5bd9d308c64675ca882b,2026-06-09T19:37:49.001313+00:00
ogs-023-024,OGS,Origins: Proving Grounds,23,023/024,Garen - Might of Demacia (Starter),Rare,Legend,Champion,"Body,Order",,,,,Garen,"When you conquer, if you have 4+ units at that battlefield, draw 2.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e7185deb46f17770802d06aeddfe3b929afff880-744x1039.png,False,False,False,653158,,69bc5bd9d308c64675ca882c,2026-06-09T19:37:49.001313+00:00
ogs-024-024,OGS,Origins: Proving Grounds,24,024/024,Decisive Strike,Epic,Spell,Signature,"Body,Order",5,,1,,Garen,[Action] (Play on your turn or in showdowns.)Give friendly units +2 :rb_might: this turn.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/986782271be078c184a8d1c196e375106459c6c5-744x1039.png?accountingTag=RB,False,False,False,653159,,69bc5bd9d308c64675ca882d,2026-06-09T19:37:49.001313+00:00
