riftbound_id,set_code,set_name,collector_number,printed_number,name,rarity,type,supertype,domain,energy,might,power,keywords,tags,rules_text,flavour_text,artist,image_url,alternate_art,signature,overnumbered,tcgplayer_id,cardmarket_id,riftcodex_id,synced_at
sfd-011-221,SFD,Spiritforged,11,011/221,Angle Shot,Uncommon,Spell,,Fury,2,,,,,"[Reaction] (Play any time, even before spells and abilities resolve.)Choose a unit and an Equipment with the same controller. Attach that Equipment to that unit or detach that Equipment from that unit. Draw 1.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/757d507b684e55e333bac0ecdf2ec9ff3ad6045c-744x1039.png?accountingTag=RB,False,False,False,666801,,69bc5be4d308c64675ca88f8,2026-06-09T19:37:42.747060+00:00
sfd-012-221,SFD,Spiritforged,12,012/221,Battering Ram,Uncommon,Unit,,Fury,5,5,,,"Trifarian,Noxus","I cost :rb_energy_1: less for each card you've played this turn, to a minimum of :rb_energy_1:.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5661f07778201b236b014a6078003cde9af57cdd-744x1039.png?accountingTag=RB,False,False,False,666802,,69bc5be4d308c64675ca88f9,2026-06-09T19:37:42.747060+00:00
sfd-013-221,SFD,Spiritforged,13,013/221,Blast Corps Cadet,Uncommon,Unit,,Fury,2,2,,,Piltover,"You may pay :rb_energy_1::rb_rune_fury: as an additional cost to play me.When you play me, if you paid the additional cost, deal 2 to a unit at a battlefield.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9efe5a8322a90822650ff18578cd5e1a8561fac5-744x1039.png?accountingTag=RB,False,False,False,666803,,69bc5be4d308c64675ca88fa,2026-06-09T19:37:42.747060+00:00
sfd-014-221,SFD,Spiritforged,14,014/221,Minotaur Reckoner,Uncommon,Unit,,Fury,5,5,,,Noxus,Units can't move to base.,,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/77bb46cd667e59f26310797ac99686f3a4d19af5-744x1039.png,False,False,False,666804,,69bc5be4d308c64675ca88fb,2026-06-09T19:37:42.747060+00:00
sfd-015-221,SFD,Spiritforged,15,015/221,Perched Grimwyrm,Uncommon,Unit,,Fury,4,5,,,"Dragon,Shadow Isles",Play me only to a battlefield you conquered this turn. (You can't play me anywhere else.),,Kudos Productions & 黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/71af1587378c1c3feabd1b148fb776e42c7d27e8-744x1039.png,False,False,False,666805,,69bc5be4d308c64675ca88fc,2026-06-09T19:37:42.747060+00:00
sfd-016-221,SFD,Spiritforged,16,016/221,Recurve Bow,Uncommon,Gear,,Fury,2,,,,Equipment,[Equip] :rb_rune_fury: (:rb_rune_fury:: Attach this to a unit you control.),,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/763604237b4b59df5df98f61528be2233b850dd5-744x1039.png,False,False,False,666806,,69bc5be4d308c64675ca88fd,2026-06-09T19:37:42.747060+00:00
sfd-017-221,SFD,Spiritforged,17,017/221,Sudden Storm,Uncommon,Spell,,Fury,3,,,,,"[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.)[Action] (Play on your turn or in showdowns.)Deal 2 to a unit at a battlefield. If it's attacking, deal 4 to it instead.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ba3e8c3e95137a289dbdec88e96e5c5a9a45f2c7-744x1039.png,False,False,False,666809,,69bc5be5d308c64675ca88ff,2026-06-09T19:37:42.747060+00:00
sfd-018-221,SFD,Spiritforged,18,018/221,Void Hatchling,Uncommon,Unit,,Fury,2,2,,,The Void,"If you would reveal cards from a deck, look at the top card first. You may recycle it. Then reveal those cards.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a909782d0a30f31f9414c99ba143fa570a3cb456-744x1039.png,False,False,False,665142,,69bc5bdfd308c64675ca888b,2026-06-09T19:37:42.747060+00:00
sfd-019-221,SFD,Spiritforged,19,019/221,Assembly Rig,Rare,Gear,,Fury,4,,,,,":rb_energy_1::rb_rune_fury:, Recycle a unit from your trash, :rb_exhaust:: Play a 3 :rb_might: Mech unit token to your base.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/40ae6f61f1a0b5d65d91e3bb3fd2a0dad9148208-744x1039.png?accountingTag=RB,False,False,False,666811,,69bc5be5d308c64675ca8900,2026-06-09T19:37:42.747060+00:00
sfd-020-221,SFD,Spiritforged,20,020/221,Draven - Vanquisher,Rare,Unit,Champion,Fury,4,4,,,"Draven,Noxus","When I win a combat, play a Gold gear token exhausted.When I attack or defend, you may pay :rb_rune_fury:. If you do, give me +2 :rb_might: this turn.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8fa3f1fe63392c4744152d98ff781497a4d17b74-744x1039.png,False,False,False,663445,,69bc5bdad308c64675ca883d,2026-06-09T19:37:42.747060+00:00
sfd-020a-221,SFD,Spiritforged,20,020a/221,Draven - Vanquisher (Alternate Art),Showcase,Unit,Champion,Fury,4,4,,,"Draven,Noxus","When I win a combat, play a Gold gear token exhausted.When I attack or defend, you may pay :rb_rune_fury:. If you do, give me +2 :rb_might: this turn.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9019c449004f246de6607bf1829f4f3cabcda200-744x1039.png,True,False,False,664884,,69bc5bdbd308c64675ca8842,2026-06-09T19:37:42.747060+00:00
sfd-021-221,SFD,Spiritforged,21,021/221,Ferrous Forerunner,Rare,Unit,,Fury,6,6,1,,"Mech,Yordle,Bandle City","[Deathknell] — Play two 3 :rb_might: Mech unit tokens to your base. (When I die, get the effect.)",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b2873a352c0158a677255894cec458d1c17709f7-744x1039.png,False,False,False,666364,,69bc5bdfd308c64675ca8897,2026-06-09T19:37:42.747060+00:00
sfd-022-221,SFD,Spiritforged,22,022/221,Long Sword,Rare,Gear,,Fury,2,,1,,Equipment,"[Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.)[Equip] :rb_rune_fury: (:rb_rune_fury:: Attach this to a unit you control.)",,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/48d798bf93afd1ef139dcafc6cd8705742b93169-744x1039.png,False,False,False,663436,,69bc5bdad308c64675ca8834,2026-06-09T19:37:42.747060+00:00
sfd-023-221,SFD,Spiritforged,23,023/221,Piercing Light,Rare,Spell,,Fury,2,,1,,,"[Repeat] :rb_energy_2::rb_rune_fury: (You may pay the additional cost to repeat this spell's effect.)Deal 2 to a unit at a battlefield, then deal 2 to up to one other unit.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7fb3283b11fb8e5b5b08f9ead9b98c695b75bff0-744x1039.png,False,False,False,665012,,69bc5bddd308c64675ca8873,2026-06-09T19:37:42.747060+00:00
sfd-024-221,SFD,Spiritforged,24,024/221,Rell - Magnetic,Rare,Unit,Champion,Fury,4,4,,,"Rell,Noxus","[Tank] (I must be assigned combat damage first.)When I attack, you may play an Equipment with Energy cost no more than :rb_energy_2:, ignoring its cost. If you do, then do this: Attach it to me.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8aa1a9cf0a91a9ab601d5e5d42a438d4217eddd7-744x1039.png,False,False,False,665013,,69bc5bddd308c64675ca8874,2026-06-09T19:37:42.747060+00:00
sfd-025-221,SFD,Spiritforged,25,025/221,Rengar - Pouncing,Rare,Unit,Champion,Fury,3,3,1,,"Cat,Rengar,Ixtal","[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)[Assault 2] (+2 :rb_might: while I'm an attacker.)I can be played to a battlefield you're attacking.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e24eb3fb835c4762479da5608b018785ef22e02c-744x1039.png,False,False,False,666365,,69bc5bdfd308c64675ca8898,2026-06-09T19:37:42.747060+00:00
sfd-026a-221,SFD,Spiritforged,26,026a/221,Rumble - Hotheaded (Alternate Art),Showcase,Unit,Champion,Fury,4,4,,,"Mech,Yordle,Rumble,Bandle City","Your Mechs each have [Assault]. (+1 :rb_might: while we're attackers.)When I conquer, you may recycle another friendly unit to play a Mech from your trash. Reduce its Energy cost by the Might of the unit you recycled.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dfeef09dacae683e39013902d77b3398fdcd5db8-744x1039.png,True,False,False,666814,,69bc5be5d308c64675ca8903,2026-06-09T19:37:42.747060+00:00
sfd-026-221,SFD,Spiritforged,26,026/221,Rumble - Hotheaded,Rare,Unit,Champion,Fury,4,4,,,"Mech,Yordle,Rumble,Bandle City","Your Mechs each have [Assault]. (+1 :rb_might: while we're attackers.)When I conquer, you may recycle another friendly unit to play a Mech from your trash. Reduce its Energy cost by the Might of the unit you recycled.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e211311ecb1475e87d3d94eba4a6774b4e900091-744x1039.png,False,False,False,666813,,69bc5be5d308c64675ca8902,2026-06-09T19:37:42.747060+00:00
sfd-027-221,SFD,Spiritforged,27,027/221,Dunebreaker,Epic,Unit,,Fury,7,7,1,,The Void,"If you have two or fewer cards in your hand, I enter ready.When I hold, draw 2.",,Wild Blue Studios,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fa17369233dfc68e011d16b7b98971a6f8743c3e-744x1039.png,False,False,False,666368,,69bc5bdfd308c64675ca8899,2026-06-09T19:37:42.747060+00:00
sfd-028a-221,SFD,Spiritforged,28,028a/221,Lucian - Gunslinger (Alternate Art),Showcase,Unit,Champion,Fury,3,2,,,"Lucian,Demacia,Sentinel","[Assault] (+1 :rb_might: while I'm an attacker.)When I attack, deal damage equal to my [Assault] to an enemy unit here.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3982de5a4aee53471ca589179f5cf8617169fb52-744x1039.png,True,False,False,666719,,69bc5be3d308c64675ca88e0,2026-06-09T19:37:42.747060+00:00
sfd-028-221,SFD,Spiritforged,28,028/221,Lucian - Gunslinger,Epic,Unit,Champion,Fury,3,2,,,"Lucian,Demacia,Sentinel","[Assault] (+1 :rb_might: while I'm an attacker.)When I attack, deal damage equal to my [Assault] to an enemy unit here.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2dfb106d7c85235436d25261195a638e2ab15092-744x1039.png,False,False,False,666720,,69bc5be3d308c64675ca88e1,2026-06-09T19:37:42.747060+00:00
sfd-029-221,SFD,Spiritforged,29,029/221,Rek'Sai - Breacher,Epic,Unit,Champion,Fury,3,3,,,"Rek'Sai,The Void",[Accelerate] (You may pay :rb_energy_1::rb_rune_fury: as an additional cost to have me enter ready.)[Assault] (+1 :rb_might: while I'm an attacker.)Friendly units played from anywhere other than a player's hand have [Accelerate].,,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/999e2d25ea32da971e7b99b6e75558286c17949e-744x1039.png,False,False,False,666493,,69bc5be2d308c64675ca88c5,2026-06-09T19:37:42.747060+00:00
sfd-029a-221,SFD,Spiritforged,29,029a/221,Rek'Sai - Breacher (Alternate Art),Showcase,Unit,Champion,Fury,3,3,,,"Rek'Sai,The Void",[Accelerate] (You may pay :rb_energy_1::rb_rune_fury: as an additional cost to have me enter ready.)[Assault] (+1 :rb_might: while I'm an attacker.)Friendly units played from anywhere other than a player's hand have [Accelerate].,,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8ef898e761ab44c43cb1cba11109a02d9cb5ce10-744x1039.png,True,False,False,666721,,69bc5be3d308c64675ca88e2,2026-06-09T19:37:42.747060+00:00
sfd-030-221,SFD,Spiritforged,30,030/221,Skyfall of Areion,Epic,Gear,,Fury,3,,,,Equipment,[Equip] :rb_energy_1::rb_rune_fury: (:rb_energy_1::rb_rune_fury:: Attach this to a unit you control.),,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bea8390beb651502413cf644319c8ca6a8db1102-744x1039.png,False,False,False,666817,,69bc5be5d308c64675ca8905,2026-06-09T19:37:42.747060+00:00
sfd-031-221,SFD,Spiritforged,31,031/221,Desert's Call,Common,Spell,,Calm,2,,,,,[Repeat] :rb_energy_2: (You may pay the additional cost to repeat this spell's effect.)Play a 2 :rb_might: Sand Soldier unit token.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b38ab6c02238b5a8e456cdad9b5108bb30e718bc-744x1039.png?accountingTag=RB,False,False,False,666830,,69bc5be5d308c64675ca890f,2026-06-09T19:37:42.747060+00:00
sfd-032-221,SFD,Spiritforged,32,032/221,Disarming Rake,Common,Unit,,Calm,3,2,1,,Demacia,"When you play me, you may kill a gear.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/523732db17d8cf3c7c55f57c5dfb397b73e2b116-744x1039.png,False,False,False,666580,,69bc5be2d308c64675ca88cf,2026-06-09T19:37:42.747060+00:00
sfd-033-221,SFD,Spiritforged,33,033/221,Doran's Shield,Common,Gear,,Calm,1,,,,Equipment,[Equip] :rb_rune_calm: (:rb_rune_calm:: Attach this to a unit you control.),,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/49a24d4c6d770ed233c4a69bf8d87385bfc997d8-744x1039.png,False,False,False,663437,,69bc5bdad308c64675ca8835,2026-06-09T19:37:42.747060+00:00
sfd-034-221,SFD,Spiritforged,34,034/221,Feral Strength,Common,Spell,,Calm,2,,,,,"[Reaction] (Play any time, even before spells and abilities resolve.)[Repeat] :rb_energy_2: (You may pay the additional cost to repeat this spell's effect.)Give a unit +2 :rb_might: this turn.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f07842b38914f6bc73235fe07788a3fce89b4785-744x1039.png,False,False,False,663446,,69bc5bdad308c64675ca883e,2026-06-09T19:37:42.747060+00:00
sfd-035-221,SFD,Spiritforged,35,035/221,Guardian of the Passage,Common,Unit,,Calm,6,6,,,"Spirit,Shadow Isles","When I hold, you may return a unit or gear from your trash to your hand.",,JiHun Lee,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f6b932aa510c92d014422d31e27b1505e54abe20-744x1039.png,False,False,False,666581,,69bc5be2d308c64675ca88d0,2026-06-09T19:37:42.747060+00:00
sfd-036-221,SFD,Spiritforged,36,036/221,Lonely Poro,Common,Unit,,Calm,2,2,,,"Poro,Freljord","[Deathknell] — If I died alone, draw 1. (When I die, get the effect. I'm alone if there are no other friendly units here.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f5ab933035b7a6d6bb1d35c10c13f58c7fbf3398-744x1039.png,False,False,False,666582,,69bc5be2d308c64675ca88d1,2026-06-09T19:37:42.747060+00:00
sfd-037-221,SFD,Spiritforged,37,037/221,Navori Scout,Common,Unit,,Calm,4,4,,,"Yordle,Ionia",[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.),,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/038625518f5b46f5217d300d9dc9fbf507c4ae09-744x1039.png,False,False,False,666832,,69bc5be6d308c64675ca8911,2026-06-09T19:37:42.747060+00:00
sfd-038-221,SFD,Spiritforged,38,038/221,Ribbon Dancer,Common,Unit,,Calm,3,3,,,Ionia,"When I move to a battlefield, give another friendly unit +1 :rb_might: this turn.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/92550ab70647046115133c7547423bcf308906f6-744x1039.png,False,False,False,666835,,69bc5be6d308c64675ca8914,2026-06-09T19:37:42.747060+00:00
sfd-039-221,SFD,Spiritforged,39,039/221,Royal Entourage,Common,Unit,,Calm,3,4,1,,Shurima,"When you play me, ready or exhaust a legend.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a6f3ce580860fe80fdf1b41533ba89b5060e946a-744x1039.png,False,False,False,665590,,69bc5bdfd308c64675ca8890,2026-06-09T19:37:42.747060+00:00
sfd-040-221,SFD,Spiritforged,40,040/221,Thwonk!,Common,Spell,,Calm,2,,,,,[Action] (Play on your turn or in showdowns.)[Repeat] :rb_energy_2: (You may pay the additional cost to repeat this spell's effect.)Stun an attacking unit. (It doesn't deal combat damage this turn.),,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c414fdba5e47db294b8364a07f1258bc3e204c51-744x1039.png,False,False,False,666369,,69bc5bdfd308c64675ca889a,2026-06-09T19:37:42.747060+00:00
sfd-041-221,SFD,Spiritforged,41,041/221,Apprentice Smith,Uncommon,Unit,,Calm,2,2,,,Freljord,"When I move, reveal the top card of your Main Deck. If it's a gear, draw it. Otherwise, recycle it.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3998c6171ddc7a021560d9d9600c8eced9a8d628-744x1039.png?accountingTag=RB,False,False,False,666583,,69bc5be2d308c64675ca88d2,2026-06-09T19:37:42.747060+00:00
sfd-042-221,SFD,Spiritforged,42,042/221,Brutalizer,Uncommon,Gear,,Calm,2,,,,Equipment,[Equip] :rb_rune_calm: (:rb_rune_calm:: Attach this to a unit you control.),,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3a0de7eec3de501f79f33c09b43c7fe42721d10d-744x1039.png?accountingTag=RB,False,False,False,666373,,69bc5bdfd308c64675ca889b,2026-06-09T19:37:42.747060+00:00
sfd-043-221,SFD,Spiritforged,43,043/221,Emperor's Divide,Uncommon,Spell,,Calm,2,,,,,[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.)[Action] (Play on your turn or in showdowns.)Move any number of friendly units at a battlefield to their base.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/80f367f06549d597c7b5a77be73eb647eab34f59-744x1039.png,False,False,False,666839,,69bc5be6d308c64675ca8918,2026-06-09T19:37:42.747060+00:00
sfd-044-221,SFD,Spiritforged,44,044/221,Legion Quartermaster,Uncommon,Unit,,Calm,3,4,,,"Trifarian,Noxus","As an additional cost to play me, return a friendly gear to its owner's hand.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c09cc35ffc98b46f919c09e09a93b603d63eb73e-744x1039.png,False,False,False,666584,,69bc5be2d308c64675ca88d3,2026-06-09T19:37:42.747060+00:00
sfd-045-221,SFD,Spiritforged,45,045/221,Not So Fast,Uncommon,Spell,,Calm,2,,1,,,"[Reaction] (Play any time, even before spells and abilities resolve.)Counter an enemy spell or ability that chooses a friendly unit or gear.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e576fefdce72ad862a7e374bf8c0fd509f359da9-744x1039.png,False,False,False,665592,,69bc5bdfd308c64675ca8892,2026-06-09T19:37:42.747060+00:00
sfd-046-221,SFD,Spiritforged,46,046/221,Poro Snax,Uncommon,Gear,,Calm,1,,1,,,"When you play this, draw 1.:rb_energy_1::rb_rune_calm:, :rb_exhaust:, Kill this: Draw 1.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8caaa64513b5ba57d676c7b2b9ee64af61711539-744x1039.png,False,False,False,666842,,69bc5be6d308c64675ca891a,2026-06-09T19:37:42.747060+00:00
sfd-047-221,SFD,Spiritforged,47,047/221,Simian Ancestor,Uncommon,Unit,,Calm,5,5,1,,Ionia,"When you buff me, ready me.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/901a77a01e869f1f38f7a0b1ba5ae28f06b54a08-744x1039.png,False,False,False,666845,,69bc5be6d308c64675ca891b,2026-06-09T19:37:42.747060+00:00
sfd-048-221,SFD,Spiritforged,48,048/221,Stellacorn Herder,Uncommon,Unit,,Calm,4,3,,,Mount Targon,"When I move, draw 1.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1e7960a35d45dd55e934260ea23307853aa5afd4-744x1039.png,False,False,False,665141,,69bc5bdfd308c64675ca888a,2026-06-09T19:37:42.747060+00:00
sfd-049-221,SFD,Spiritforged,49,049/221,Aphelios - Exalted,Rare,Unit,Champion,Calm,4,4,1,,"Aphelios,Mount Targon","When you attach an Equipment to me, choose one that hasn't been chosen this turn —Ready 2 runes.Channel 1 rune exhausted.Buff a friendly unit.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/df9ccbba2501059e5781a44434745a1f0e33ecae-744x1039.png?accountingTag=RB,False,False,False,665143,,69bc5bdfd308c64675ca888c,2026-06-09T19:37:42.747060+00:00
sfd-050a-221,SFD,Spiritforged,50,050a/221,Azir - Ascendant (Alternate Art),Showcase,Unit,Champion,Calm,6,6,1,,"Bird,Azir,Shurima",":rb_rune_calm:: [Action] — Choose a unit you control. Move me to its location and it to my original location. If it's equipped, you may attach one of its Equipment to me. Use only once per turn.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3a0859ca50e71c69b22e4dab93e840b6d30e3d50-744x1039.png?accountingTag=RB,True,False,False,666395,,69bc5be0d308c64675ca889c,2026-06-09T19:37:42.747060+00:00
sfd-050-221,SFD,Spiritforged,50,050/221,Azir - Ascendant,Rare,Unit,Champion,Calm,6,6,1,,"Bird,Azir,Shurima",":rb_rune_calm:: [Action] — Choose a unit you control. Move me to its location and it to my original location. If it's equipped, you may attach one of its Equipment to me. Use only once per turn.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3c42c02f6ebd2e4d4a640c2c6ac081231439888e-744x1039.png?accountingTag=RB,False,False,False,666398,,69bc5be0d308c64675ca889d,2026-06-09T19:37:42.747060+00:00
