riftbound_id,set_code,set_name,collector_number,printed_number,name,rarity,type,supertype,domain,energy,might,power,keywords,tags,rules_text,flavour_text,artist,image_url,alternate_art,signature,overnumbered,tcgplayer_id,cardmarket_id,riftcodex_id,synced_at
ogn-010-298,OGN,Origins,10,010/298,Legion Rearguard,Common,Unit,,Fury,2,2,,,"Trifarian,Noxus",[Accelerate] (You may pay :rb_energy_1::rb_rune_fury: as an additional cost to have me enter ready.),,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/aedece01c7792c689050460db1670e6b9b15b61f-744x1039.png,False,False,False,652781,,69bc5bc7d308c64675ca86c0,2026-06-09T19:37:59.167100+00:00
ogn-011-298,OGN,Origins,11,011/298,Magma Wurm,Common,Unit,,Fury,8,8,1,,Freljord,Other friendly units enter ready.,,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f6565b15f65f538804e6a56623c8aa2eedeffc22-744x1039.png,False,False,False,652782,,69bc5bc7d308c64675ca86c1,2026-06-09T19:37:59.167100+00:00
ogn-012-298,OGN,Origins,12,012/298,Noxus Hopeful,Common,Unit,,Fury,4,4,,,"Trifarian,Noxus",[Legion] — I cost :rb_energy_2: less. (Get the effect if you've played another card this turn.),,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c3bb6f4cb58feeb50e396d12ec9865c5434025af-744x1039.png,False,False,False,652783,,69bc5bc7d308c64675ca86c2,2026-06-09T19:37:59.167100+00:00
ogn-013-298,OGN,Origins,13,013/298,Pouty Poro,Common,Unit,,Fury,2,2,,,Poro,[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.),,Caravan Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d541bf3bcb5aa3ad0d48d87f5753569b72ac426f-744x1039.png,False,False,False,652784,,69bc5bc7d308c64675ca86c3,2026-06-09T19:37:59.167100+00:00
ogn-014-298,OGN,Origins,14,014/298,Sky Splitter,Common,Spell,,Fury,8,,1,,,[Action] (Play on your turn or in showdowns.)This spell's Energy cost is reduced by the highest Might among units you control.Deal 5 to a unit at a battlefield.,,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/01faae468720dd5bf5e3fe12ba56c01af70263be-744x1039.png,False,False,False,652785,,69bc5bc7d308c64675ca86c4,2026-06-09T19:37:59.167100+00:00
ogn-015-298,OGN,Origins,15,015/298,Captain Farron,Uncommon,Unit,,Fury,4,5,1,,"Trifarian,Noxus",Other friendly units here have [Assault]. (+1 :rb_might: while they're attackers.),,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4c65e2cae6748590f589ad8b26bc5a20c0d770c2-744x1039.png?accountingTag=RB,False,False,False,652786,,69bc5bc7d308c64675ca86c5,2026-06-09T19:37:59.167100+00:00
ogn-016-298,OGN,Origins,16,016/298,Dangerous Duo,Uncommon,Unit,,Fury,3,3,,,"Mech,Bandle City","[Legion] — When you play me, give a unit +2 :rb_might: this turn. (Get the effect if you've played another card this turn.)",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3c02ea9e438d407c739276b788e015ac93843651-744x1039.png?accountingTag=RB,False,False,False,652787,,69bc5bc7d308c64675ca86c6,2026-06-09T19:37:59.167100+00:00
ogn-017-298,OGN,Origins,17,017/298,Iron Ballista,Uncommon,Gear,,Fury,3,,,,,This enters exhausted.:rb_exhaust:: Deal 2 to a unit at a battlefield.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9b5cfe757b6067994e17e284eba46433880a1461-744x1039.png,False,False,False,652788,,69bc5bc7d308c64675ca86c7,2026-06-09T19:37:59.167100+00:00
ogn-018-298,OGN,Origins,18,018/298,Noxus Saboteur,Uncommon,Unit,,Fury,3,3,,,"Trifarian,Noxus",Your opponents' [Hidden] cards can't be revealed here.,,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b78f0c822cb984db24ac3f1956cc8c10f8f88b22-744x1039.png,False,False,False,652789,,69bc5bc7d308c64675ca86c8,2026-06-09T19:37:59.167100+00:00
ogn-019-298,OGN,Origins,19,019/298,Raging Soul,Uncommon,Unit,,Fury,4,4,,,"Spirit,Shadow Isles","If you've discarded a card this turn, I have [Assault] and [Ganking]. (+1 :rb_might: while I'm an attacker. I can move from battlefield to battlefield.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/037647d0decc94ff4a5d53b11cf36afe9d849533-744x1039.png,False,False,False,652790,,69bc5bc7d308c64675ca86c9,2026-06-09T19:37:59.167100+00:00
ogn-020-298,OGN,Origins,20,020/298,Scrapyard Champion,Uncommon,Unit,,Fury,5,5,1,,"Mech,Bandle City","[Legion] — When you play me, discard 2, then draw 2. (Get the effect if you've played another card this turn.)",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/10f096d2b469fd73329386e5efe88c9bec667d7c-744x1039.png,False,False,False,652791,,69bc5bc7d308c64675ca86ca,2026-06-09T19:37:59.167100+00:00
ogn-021-298,OGN,Origins,21,021/298,Sun Disc,Uncommon,Gear,,Fury,2,,1,,,:rb_exhaust:: [Legion] — The next unit you play this turn enters ready. (Get the effect if you've played another card this turn.),,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/146d7514f15e6674f471f3aa9c3fadf22c0b634b-744x1039.png,False,False,False,652792,,69bc5bc7d308c64675ca86cb,2026-06-09T19:37:59.167100+00:00
ogn-022-298,OGN,Origins,22,022/298,Thermo Beam,Uncommon,Spell,,Fury,5,,2,,,[Action] (Play on your turn or in showdowns.)Kill all gear.,,Max Grecke,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/88661e852b864491e6d7f5f087caf4263f61c361-744x1039.png,False,False,False,652793,,69bc5bc7d308c64675ca86cc,2026-06-09T19:37:59.167100+00:00
ogn-023-298,OGN,Origins,23,023/298,Unlicensed Armory,Uncommon,Gear,,Fury,2,,,,,"Discard 1, :rb_exhaust:: Choose a friendly unit. The next time it would die this turn, you may pay :rb_rune_fury: to heal it, exhaust it, and recall it instead. (Send it to base. This isn't a move.)",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1a80bedd893d9024fc90f108da36b4fd1d496ad6-744x1039.png,False,False,False,652794,,69bc5bc7d308c64675ca86cd,2026-06-09T19:37:59.167100+00:00
ogn-024-298,OGN,Origins,24,024/298,Void Seeker,Uncommon,Spell,,Fury,3,,1,,,[Action] (Play on your turn or in showdowns.)Deal 4 to a unit at a battlefield. Draw 1.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5b64b63c6be58ff3c33c7fb3c2dcb168d64e287e-744x1039.png,False,False,False,652795,,69bc5bc7d308c64675ca86ce,2026-06-09T19:37:59.167100+00:00
ogn-025-298,OGN,Origins,25,025/298,Blind Fury,Rare,Spell,,Fury,4,,2,,,"[Action] (Play on your turn or in showdowns.)Each opponent reveals the top card of their Main Deck. Choose one and banish it, then play it, ignoring its cost. Then recycle the rest.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d74ba4998df9348408f1400090a0b0737c675fbd-744x1039.png?accountingTag=RB,False,False,False,652796,,69bc5bc7d308c64675ca86cf,2026-06-09T19:37:59.167100+00:00
ogn-026-298,OGN,Origins,26,026/298,Brynhir Thundersong,Rare,Unit,,Fury,6,5,,,Freljord,"When you play me, opponents can't play cards this turn.",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/44e805aa0f2928acf1156eef692403df319b333a-744x1039.png?accountingTag=RB,False,False,False,652797,,69bc5bc7d308c64675ca86d0,2026-06-09T19:37:59.167100+00:00
ogn-027-298,OGN,Origins,27,027/298,Darius - Trifarian,Rare,Unit,Champion,Fury,5,5,1,,"Trifarian,Darius,Noxus","When you play your second card in a turn, give me +2 :rb_might: this turn and ready me.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bf7a4900fd2296972c1305a4707c23860bb0522e-744x1039.png?accountingTag=RB,False,False,False,652798,,69bc5bc8d308c64675ca86d1,2026-06-09T19:37:59.167100+00:00
ogn-027a-298,OGN,Origins,27,027a/298,Darius - Trifarian (Alternate Art),Showcase,Unit,Champion,Fury,5,5,1,,"Trifarian,Darius,Noxus","When you play your second card in a turn, give me +2 :rb_might: this turn and ready me.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/df878ecc25160bb7e53b254a609ec243e133e8f1-744x1039.png?accountingTag=RB,True,False,False,652799,,69bc5bc8d308c64675ca86d2,2026-06-09T19:37:59.167100+00:00
ogn-028-298,OGN,Origins,28,028/298,Draven - Showboat,Rare,Unit,Champion,Fury,5,3,1,,"Draven,Noxus",My Might is increased by your points.,,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7600d6cea66e8146ea2202f72cb9035cb44608a3-744x1039.png,False,False,False,652800,,69bc5bc8d308c64675ca86d3,2026-06-09T19:37:59.167100+00:00
ogn-029-298,OGN,Origins,29,029/298,Falling Star,Rare,Spell,,Fury,2,,2,,,Deal 3 to a unit.Deal 3 to a unit.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9cf2d2e59e1bf839cdf5c2a77e95f5d1e871788f-744x1039.png,False,False,False,652801,,69bc5bc8d308c64675ca86d4,2026-06-09T19:37:59.167100+00:00
ogn-030-298,OGN,Origins,30,030/298,Jinx - Demolitionist,Rare,Unit,Champion,Fury,3,4,1,,"Jinx,Zaun","[Accelerate] (You may pay :rb_energy_1::rb_rune_fury: as an additional cost to have me enter ready.)[Assault 2] (+2 :rb_might: while I'm an attacker.)When you play me, discard 2.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d6cac988aa7798945e550eba6841d3993868c4a4-744x1039.png,False,False,False,652802,,69bc5bc8d308c64675ca86d5,2026-06-09T19:37:59.167100+00:00
ogn-030a-298,OGN,Origins,30,030a/298,Jinx - Demolitionist (Alternate Art),Showcase,Unit,Champion,Fury,3,4,1,,"Jinx,Zaun","[Accelerate] (You may pay :rb_energy_1::rb_rune_fury: as an additional cost to have me enter ready.)[Assault 2] (+2 :rb_might: while I'm an attacker.)When you play me, discard 2.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/60ff1aec7ecb1b11ff89fdb620c6182897a8b402-744x1039.png,True,False,False,652803,,69bc5bc8d308c64675ca86d6,2026-06-09T19:37:59.167100+00:00
ogn-031-298,OGN,Origins,31,031/298,Raging Firebrand,Rare,Unit,,Fury,6,4,1,,"Dragon,Mount Targon","When you play me, the next spell you play this turn costs :rb_energy_5: less.",,JiHun Lee,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9566fc064c098bd7f3540f3074dc6353c7ca5663-744x1039.png,False,False,False,652804,,69bc5bc8d308c64675ca86d7,2026-06-09T19:37:59.167100+00:00
ogn-032-298,OGN,Origins,32,032/298,Ravenborn Tome,Rare,Gear,,Fury,3,,,,,:rb_exhaust:: The next spell you play this turn deals 1 Bonus Damage. (Each instance of damage the spell deals is increased by 1.),,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/81f968126026635e5b9a2fa1048fc979fcd13a1d-744x1039.png,False,False,False,652805,,69bc5bc8d308c64675ca86d8,2026-06-09T19:37:59.167100+00:00
ogn-033-298,OGN,Origins,33,033/298,Shakedown,Rare,Spell,,Fury,2,,1,,,"[Reaction] (Play any time, even before spells and abilities resolve.)Choose an enemy unit. Deal 6 to it unless its controller has you draw 2.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab71d92c94bf609e2fa6efc8fec06fe1e8b10108-744x1039.png,False,False,False,652806,,69bc5bc8d308c64675ca86d9,2026-06-09T19:37:59.167100+00:00
ogn-034-298,OGN,Origins,34,034/298,Tryndamere - Barbarian,Rare,Unit,Champion,Fury,7,8,2,,"Tryndamere,Freljord","When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, you score 1 point.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/124c93495c927be1baea03fdacf6c7b283cf8b6c-744x1039.png,False,False,False,652807,,69bc5bc8d308c64675ca86da,2026-06-09T19:37:59.167100+00:00
ogn-035-298,OGN,Origins,35,035/298,Vayne - Hunter,Rare,Unit,Champion,Fury,4,2,1,,"Vayne,Demacia","[Assault 3] (+3 :rb_might: while I'm an attacker.)If an opponent controls a battlefield, I enter ready.When I conquer, you may pay :rb_energy_1: to return me to my owner's hand.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b38a22e6f4bfaa8589f32754a7466fe5214e81b5-744x1039.png,False,False,False,652808,,69bc5bc8d308c64675ca86db,2026-06-09T19:37:59.167100+00:00
ogn-036-298,OGN,Origins,36,036/298,Vi - Destructive,Rare,Unit,Champion,Fury,2,3,1,,"Vi,Piltover",[Ganking] (I can move from battlefield to battlefield.)Recycle 1 from your trash: Give me +1 :rb_might: this turn.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7ab52254ac49b8853fc7ae65b03aaee3f8c5994a-744x1039.png,False,False,False,652809,,69bc5bc8d308c64675ca86dc,2026-06-09T19:37:59.167100+00:00
ogn-037-298,OGN,Origins,37,037/298,Immortal Phoenix,Epic,Unit,,Fury,3,3,1,,Spirit,"[Assault 2] (+2 :rb_might: while I'm an attacker.)When you kill a unit with a spell, you may pay :rb_energy_1::rb_rune_fury: to play me from your trash.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7b623ae985bf5f362b6d8d4a17e9b8146aeae3c3-744x1039.png,False,False,False,652810,,69bc5bc8d308c64675ca86dd,2026-06-09T19:37:59.167100+00:00
ogn-038-298,OGN,Origins,38,038/298,Kadregrin the Infernal,Epic,Unit,,Fury,9,9,2,,"Dragon,Demacia","When you play me, draw 1 for each of your [Mighty] units. (A unit is Mighty while it has 5+ :rb_might:.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/733c32b1fccc7e2983cbb3586358152f90a6df04-744x1039.png,False,False,False,652811,,69bc5bc8d308c64675ca86de,2026-06-09T19:37:59.167100+00:00
ogn-039-298,OGN,Origins,39,039/298,Kai'Sa - Survivor,Epic,Unit,Champion,Fury,4,4,,,"Kai'Sa,The Void","[Accelerate] (You may pay :rb_energy_1::rb_rune_fury: as an additional cost to have me enter ready.)When I conquer, draw 1.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3d942c02ad4e96a36dba14d663c5105bb6614500-744x1039.png,False,False,False,652812,,69bc5bc8d308c64675ca86df,2026-06-09T19:37:59.167100+00:00
ogn-039a-298,OGN,Origins,39,039a/298,Kai'Sa - Survivor (Alternate Art),Showcase,Unit,Champion,Fury,4,4,,,"Kai'Sa,The Void","[Accelerate] (You may pay :rb_energy_1::rb_rune_fury: as an additional cost to have me enter ready.)When I conquer, draw 1.",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ad69bde670ce218adee1d2a618a7295d2fb7bd4c-744x1039.png,True,False,False,652813,,69bc5bc8d308c64675ca86e0,2026-06-09T19:37:59.167100+00:00
ogn-040-298,OGN,Origins,40,040/298,Seal of Rage,Epic,Gear,,Fury,0,,1,,,:rb_exhaust:: [Reaction] — [Add] :rb_rune_fury:. (Abilities that add resources can't be reacted to.),,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fbdd14adb40b0ca46b89f476a356fa21413d812e-744x1039.png,False,False,False,652814,,69bc5bc8d308c64675ca86e1,2026-06-09T19:37:59.167100+00:00
ogn-041-298,OGN,Origins,41,041/298,Volibear - Furious,Epic,Unit,Champion,Fury,10,9,2,,"Volibear,Freljord","[Deflect 2] (Opponents must pay :rb_rune_rainbow::rb_rune_rainbow: to choose me with a spell or ability.)When I attack, deal 5 damage split among any number of enemy units here.",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c9165d49b8caae9a856433cd5151e8b368eb80b5-744x1039.png,False,False,False,652815,,69bc5bc8d308c64675ca86e2,2026-06-09T19:37:59.167100+00:00
ogn-041a-298,OGN,Origins,41,041a/298,Volibear - Furious (Alternate Art),Showcase,Unit,Champion,Fury,10,9,2,,"Volibear,Freljord","[Deflect 2] (Opponents must pay :rb_rune_rainbow::rb_rune_rainbow: to choose me with a spell or ability.)When I attack, deal 5 damage split among any number of enemy units here.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/744d1b950ae7ef1e6e5b244538a6afb9802e5e3d-744x1039.png,True,False,False,652816,,69bc5bc8d308c64675ca86e3,2026-06-09T19:37:59.167100+00:00
ogn-042-298,OGN,Origins,42,042/298,Calm Rune,Common,Rune,Basic,Calm,,,,,,,,Greg Ghielmetti & Leah Chen,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0a0e8c3d16c2595e2f8efcc2b1466226539b506c-744x1039.png?accountingTag=RB,False,False,False,652817,,69bc5bc9d308c64675ca86e4,2026-06-09T19:37:59.167100+00:00
ogn-042a-298,OGN,Origins,42,042a/298,Calm Rune (Alternate Art),Showcase,Rune,Basic,Calm,,,,,,,,Zhongqi Li,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/88187b586b9b3cc2f48fd20c806dd5fc5e1bfc71-1488x2078.png?accountingTag=RB,True,False,False,652818,,69bc5bc9d308c64675ca86e5,2026-06-09T19:37:59.167100+00:00
ogn-043-298,OGN,Origins,43,043/298,Charm,Common,Spell,,Calm,1,,1,,,Move an enemy unit.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/62ae564505db8fcba70605eac2083ac2d4397b5a-744x1039.png?accountingTag=RB,False,False,False,652819,,69bc5bc9d308c64675ca86e6,2026-06-09T19:37:59.167100+00:00
ogn-044-298,OGN,Origins,44,044/298,Clockwork Keeper,Common,Unit,,Calm,2,2,,,Shurima,"You may pay :rb_rune_calm: as an additional cost to play me.When you play me, if you paid the additional cost, draw 1.",,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/417e606418349bb25d4b07d460fa043ad85f2778-744x1039.png?accountingTag=RB,False,False,False,652820,,69bc5bc9d308c64675ca86e7,2026-06-09T19:37:59.167100+00:00
ogn-045-298,OGN,Origins,45,045/298,Defy,Common,Spell,,Calm,1,,1,,,"[Reaction] (Play any time, even before spells and abilities resolve.)Counter a spell that costs no more than :rb_energy_4: and no more than :rb_rune_rainbow:.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4989bfcc4bd7be77051f0c2c349a981ba9c273e0-744x1039.png?accountingTag=RB,False,False,False,652821,,69bc5bc9d308c64675ca86e8,2026-06-09T19:37:59.167100+00:00
ogn-046-298,OGN,Origins,46,046/298,En Garde,Common,Spell,,Calm,1,,,,,"[Reaction] (Play any time, even before spells and abilities resolve.)Give a friendly unit +1 :rb_might: this turn, then an additional +1 :rb_might: this turn if it is the only unit you control there.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/03c0ec7eaa5957a62869dad2a0ce40913fc874a9-744x1039.png,False,False,False,652822,,69bc5bc9d308c64675ca86e9,2026-06-09T19:37:59.167100+00:00
ogn-047-298,OGN,Origins,47,047/298,Find Your Center,Common,Spell,,Calm,3,,,,,"[Action] (Play on your turn or in showdowns.)If an opponent's score is within 3 points of the Victory Score, this costs :rb_energy_2: less.Draw 1 and channel 1 rune exhausted.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cd9d798b496fdce133c5b0106d636a230b6e7ebe-744x1039.png,False,False,False,652823,,69bc5bc9d308c64675ca86ea,2026-06-09T19:37:59.167100+00:00
ogn-048-298,OGN,Origins,48,048/298,Meditation,Common,Spell,,Calm,2,,,,,"[Reaction] (Play any time, even before spells and abilities resolve.)As an additional cost to play this, you may exhaust a friendly unit. If you do, draw 2. Otherwise, draw 1.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7103336ab0d7f7bebdaa4155e4258d8d9beb06de-744x1039.png,False,False,False,652824,,69bc5bc9d308c64675ca86eb,2026-06-09T19:37:59.167100+00:00
ogn-049-298,OGN,Origins,49,049/298,Playful Phantom,Common,Unit,,Calm,5,5,,,"Spirit,Shadow Isles",,,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3171ef8c7968b0dfe088725b9721b19d175bdb1e-744x1039.png,False,False,False,652825,,69bc5bc9d308c64675ca86ec,2026-06-09T19:37:59.167100+00:00
ogn-050-298,OGN,Origins,50,050/298,Rune Prison,Common,Spell,,Calm,2,,1,,,[Action] (Play on your turn or in showdowns.)Stun a unit. (It doesn't deal combat damage this turn.),,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/21867baeaced3c22cda5f40f6b6c9a8dad4b7042-744x1039.png,False,False,False,652826,,69bc5bc9d308c64675ca86ed,2026-06-09T19:37:59.167100+00:00
ogn-051-298,OGN,Origins,51,051/298,Solari Shieldbearer,Common,Unit,,Calm,3,2,,,Mount Targon,"When you play me, stun a unit. (It doesn't deal combat damage this turn.)",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9387ea6480c9fd6991760b07a178c07a5fcf1c57-744x1039.png,False,False,False,652827,,69bc5bc9d308c64675ca86ee,2026-06-09T19:37:59.167100+00:00
ogn-052-298,OGN,Origins,52,052/298,Stalwart Poro,Common,Unit,,Calm,2,2,,,Poro,[Shield] (+1 :rb_might: while I'm a defender.),,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c4a5d7178e783c3975749271b6df333a82a2328a-744x1039.png,False,False,False,652828,,69bc5bc9d308c64675ca86ef,2026-06-09T19:37:59.167100+00:00
ogn-053-298,OGN,Origins,53,053/298,Stand United,Common,Spell,,Calm,3,,,,,"[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.)[Action] (Play on your turn or in showdowns.)Buff a friendly unit. Buffs give an additional +1 :rb_might: to friendly units this turn. (To buff a unit, give it a +1 :rb_might: buff if it doesn't already have one.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4d10570e70a998de520d4baba254c3b726caa4f0-744x1039.png,False,False,False,652829,,69bc5bc9d308c64675ca86f0,2026-06-09T19:37:59.167100+00:00
